pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_mass,rowupdate
HD 11964 c,HD 11964,2,2,37.9196,0.2315,0.0766,1.15,2021-09-20
HD 11977 b,HD 11977,1,1,711.0,1.93,6.54,1.91,2019-01-28
HD 120084 b,HD 120084,1,1,2142.0,4.21,6.4,2.16,2023-09-19
HD 121504 b,HD 121504,1,1,63.33,0.33,1.22,1.18,2019-01-28
HD 12235 b,HD 12235,1,2,4.36305,0.054,0.033,1.1,2023-06-14
HD 12235 c,HD 12235,1,2,36336.70679,22.21,9.866,1.1,2023-06-12
HD 122562 c,HD 122562,1,1,84.96276,0.406,0.23,1.24,2023-06-14
HD 124330 b,HD 124330,1,1,270.66,0.86,0.75,1.15,2021-05-28
HD 12484 b,HD 12484,1,1,58.83,0.297,2.98,1.01,2016-02-24
HD 125271 b,HD 125271,1,1,14901.99295,10.817,10.904,0.75,2023-06-12
HD 125390 b,HD 125390,1,1,1758.0,3.184,34.0,1.6,2023-06-12
HD 125595 b,HD 125595,1,1,9.6737,0.08,0.02,0.29,2018-09-04
HD 125612 b,HD 125612,2,3,557.69994,1.349,2.974,1.05,2023-06-14
HD 125612 c,HD 125612,2,3,4.15466,0.051,0.049,1.05,2023-06-14
HD 125612 d,HD 125612,2,3,2822.72698,3.982,7.178,1.05,2023-06-12
HD 12648 b,HD 12648,1,1,133.60001,0.54,1.96,0.67,2018-09-04
HD 126525 b,HD 126525,1,1,960.41,1.837,0.237,0.9,2019-06-24
HD 12661 b,HD 12661,1,2,262.36,0.824,2.283,1.08,2021-09-20
HD 12661 c,HD 12661,1,2,1696.7,2.861,1.855,1.08,2021-09-20
HD 126614 b,HD 126614,3,1,1257.25303,2.249,0.339,0.96,2023-06-12
HD 127506 b,HD 127506,1,1,65.78395,0.287,0.086,0.73,2023-06-14
HD 128311 b,HD 128311,1,2,453.28,1.088,2.0,0.84,2021-09-20
HD 128311 c,HD 128311,1,2,917.5,1.742,3.25,0.84,2021-09-20
HD 128356 b,HD 128356,1,1,298.2,0.87,0.89,0.65,2016-11-09
HD 129445 b,HD 129445,1,1,1802.0,2.984,2.51,1.09,2023-06-12
HD 130322 b,HD 130322,1,1,10.721,0.09,1.09,0.85,2022-01-10
HD 131496 b,HD 131496,1,1,896.0,2.01,1.8,1.34,2018-12-03
HD 13167 b,HD 13167,1,1,2613.0,4.1,3.31,1.35,2018-12-03
HD 13189 b,HD 13189,1,1,471.60001,1.25,10.95,2.24,2018-09-04
HD 132406 b,HD 132406,1,1,964.0,1.969,6.2,1.09,2023-06-12
HD 132563 b,HD 132563,3,1,1544.0,2.62,1.49,1.23,2019-01-28
HD 133131 A b,HD 133131 A,2,3,649.0,1.44,1.42,0.95,2016-09-06
HD 133131 A c,HD 133131 A,2,3,3568.0,4.49,0.42,0.95,2016-09-06
HD 133131 B b,HD 133131 B,2,3,5769.0,6.15,2.5,0.93,2016-09-06
HD 134060 b,HD 134060,1,2,3.2696,0.0444,0.0318,1.09,2019-02-05
HD 134060 c,HD 134060,1,2,1291.5646,2.3928,0.0922,1.09,2019-02-05
HD 134606 b,HD 134606,1,5,12.089,0.1046,0.0286,1.05,2024-02-16
HD 134606 c,HD 134606,1,5,58.883,0.3007,0.03559,1.05,2024-02-16
HD 134606 d,HD 134606,1,5,966.5,1.941,0.14096,1.05,2024-02-16
HD 134606 e,HD 134606,1,5,4.3203,0.0527,0.00736,1.05,2024-02-21
HD 134606 f,HD 134606,1,5,26.915,0.1784,0.01771,1.05,2024-02-16
HD 134987 b,HD 134987,1,2,258.251,0.818,1.624,1.09,2021-09-20
HD 134987 c,HD 134987,1,2,5960.0,6.62,0.935,1.09,2021-09-20
HD 135625 b,HD 135625,1,1,4055.0,5.4,2.3,1.28,2023-09-05
HD 135872 b,HD 135872,1,1,2422.32597,4.172,5.489,1.65,2023-06-12
HD 136118 b,HD 136118,1,1,1187.59765,2.327,13.102,1.18,2023-06-12
HD 136418 b,HD 136418,1,1,464.29999,1.29,2.14,1.48,2018-09-04
HD 136925 b,HD 136925,1,1,4540.0,5.13,0.84,0.88,2021-09-20
HD 13724 c,HD 13724,1,1,142.22895,0.534,0.16,1.0,2023-06-14
HD 137388 b,HD 137388,1,1,330.0,0.89,0.2,0.68,2018-09-04
HD 137496 b,HD 137496,1,2,1.62116,0.02732,0.01271,1.04,2021-11-18
HD 137496 c,HD 137496,1,2,479.9,1.2163,7.66,1.04,2021-11-18
HD 13808 b,HD 13808,1,2,14.1815,0.10519,0.03524,0.77,2021-02-25
HD 13808 c,HD 13808,1,2,53.753,0.2554,0.03134,0.77,2021-02-25
HD 13908 b,HD 13908,1,2,19.382,0.154,0.865,1.29,2014-05-14
HD 13908 c,HD 13908,1,2,931.0,2.03,5.13,1.29,2014-05-14
HD 13931 b,HD 13931,1,1,4449.0,5.338,2.8,1.02,2023-06-12
HD 139357 b,HD 139357,1,1,1124.79139,2.949,19.871,2.69,2023-06-12
HD 14067 b,HD 14067,1,1,2744.0,5.15,15.3,2.4,2023-09-20
HD 140901 b,HD 140901,1,2,9.02378,0.085,0.049,0.99,2023-06-14
HD 140901 c,HD 140901,1,2,14386.0,11.8,1.8,1.06,2023-10-09
HD 141004 b,HD 141004,1,1,15.5083,0.1238,0.0429,1.05,2021-09-20
HD 141399 b,HD 141399,1,4,94.375,0.4176,0.452,1.09,2021-09-20
HD 141399 c,HD 141399,1,4,201.776,0.693,1.329,1.09,2021-09-20
HD 141399 d,HD 141399,1,4,1074.8,2.114,1.263,1.09,2021-09-20
HD 141399 e,HD 141399,1,4,3336.0,4.5,0.644,1.09,2021-09-20
HD 141937 b,HD 141937,1,1,653.22,1.52,9.7,1.1,2022-12-17
HD 142 A d,HD 142,2,3,108.45299,0.474,0.26,1.21,2023-06-14
HD 142 b,HD 142,2,3,351.43394,1.039,1.249,1.21,2023-06-14
HD 142 c,HD 142,2,3,10159.64279,9.811,10.901,1.21,2023-06-12
HD 142022 A b,HD 142022 A,2,1,1935.0,2.939,4.51,0.98,2023-06-12
HD 142245 b,HD 142245,3,1,1299.0,2.78,3.07,3.5,2018-09-04
HD 142415 b,HD 142415,1,1,386.3,1.05,1.62,1.03,2019-01-28
HD 143105 b,HD 143105,1,1,2.1974,0.0379,1.21,1.51,2016-02-24
HD 143361 b,HD 143361,1,1,1040.0,2.05,4.9,1.06,2023-09-05
HD 144899 b,HD 144899,1,1,40.43914,0.242,0.064,1.16,2023-06-14
HD 145377 b,HD 145377,1,1,103.95,0.45,6.02,1.2,2018-09-04
HD 145457 b,HD 145457,1,1,176.13,0.762,2.794,1.9,2023-09-19
HD 145675 c,14 Her,1,2,15732.45889,11.924,5.025,0.91,2023-06-12
HD 145934 b,HD 145934,1,1,2751.53433,4.89,2.072,2.06,2023-06-12
HD 1461 b,HD 1461,1,2,5.77142,0.0636,0.0208,1.03,2021-09-20
HD 1461 c,HD 1461,1,2,13.504,0.1121,0.0222,1.03,2021-09-20
HD 147018 b,HD 147018,1,2,44.236,0.2388,2.12,0.93,2019-01-28
HD 147018 c,HD 147018,1,2,1008.0,1.922,6.56,0.93,2019-01-28
HD 147513 b,HD 147513,2,1,528.4,1.32,1.21,1.11,2019-01-28
HD 14787 b,HD 14787,1,1,676.6,1.7,1.121,1.43,2018-12-03
HD 147873 b,HD 147873,2,2,116.596,0.522,5.14,1.38,2016-11-09
HD 147873 c,HD 147873,2,2,491.54,1.36,2.3,1.38,2016-11-09
HD 148156 b,HD 148156,1,1,1027.0,2.45,0.85,1.22,2019-01-28
HD 148164 b,HD 148164,1,2,328.55,0.993,1.23,1.21,2018-09-25
HD 148164 c,HD 148164,1,2,5062.0,6.15,5.16,1.21,2018-09-25
HD 148427 b,HD 148427,1,1,331.5,1.04,1.3,1.64,2018-09-04
HD 149143 b,HD 149143,1,1,4.072,0.05,1.69,1.73,2018-09-25
HD 149806 b,HD 149806,1,1,16521.52778,12.404,12.597,0.93,2023-06-12
HD 150010 b,HD 150010,1,1,562.0,1.4,2.4,1.3,2022-06-27
HD 1502 b,HD 1502,1,1,431.8,1.31,3.1,1.61,2018-12-03
HD 150706 b,HD 150706,1,1,13100.0,11.5,2.43,1.17,2023-06-12
HD 151450 b,HD 151450,1,2,21.89288,0.16,0.121,1.14,2023-06-14
HD 151450 c,HD 151450,1,2,18144.76236,14.131,5.148,1.14,2023-06-12
HD 152079 b,HD 152079,1,1,2899.0,3.98,2.18,1.1,2019-06-24
HD 152581 b,HD 152581,1,1,686.5,1.66,1.869,1.3,2018-12-03
HD 153557 b,HD 153557,1,3,7.29903,0.068,0.064,0.79,2023-06-14
HD 153557 c,HD 153557,1,3,15.27018,0.111,0.055,0.79,2023-06-14
HD 153557 d,HD 153557,1,3,40654.64809,21.449,27.454,0.79,2023-06-12
HD 153950 b,HD 153950,1,1,499.39999,1.28,2.95,1.25,2018-09-04
HD 154088 b,HD 154088,1,1,18.56,0.134,0.02077,0.91,2021-11-02
HD 154345 b,HD 154345,1,1,3340.0,4.2,1.19,0.88,2023-06-12
HD 154391 b,HD 154391,1,1,5163.0,7.46,9.1,2.07,2023-12-14
HD 154672 b,HD 154672,1,1,163.94,0.6,5.37,1.18,2018-09-04
HD 154857 b,HD 154857,1,2,408.60001,1.29,2.45,1.96,2018-09-04
HD 154857 c,HD 154857,1,2,3452.0,5.36,2.58,1.72,2014-05-14
HD 155193 b,HD 155193,1,1,352.65,1.04,0.75,1.22,2021-05-28
HD 155358 b,HD 155358,1,2,194.3,0.64,0.85,0.92,2019-01-28
HD 155358 c,HD 155358,1,2,391.9,1.02,0.82,0.92,2019-01-28
HD 155918 b,HD 155918,1,2,1.87567,0.03,0.024,1.03,2023-06-14
HD 155918 c,HD 155918,1,2,17202.19446,13.183,5.909,1.03,2023-06-12
HD 156098 b,HD 156098,1,2,21.85849,0.167,0.05,1.29,2023-06-14
HD 156098 c,HD 156098,1,2,7841.5839,8.415,5.228,1.29,2023-06-12
HD 156279 b,HD 156279,1,2,133.40355,0.502,9.432,0.94,2023-06-14
HD 156279 c,HD 156279,1,2,4818.25358,5.486,9.75,0.94,2023-06-12
HD 156411 b,HD 156411,1,1,842.2,1.88,0.74,1.25,2014-06-25
HD 156668 b,HD 156668,1,2,4.64275,0.05024,0.0158,0.79,2021-09-20
HD 156668 c,HD 156668,1,2,811.3,1.57,0.0991,0.79,2021-09-20
HD 156846 b,HD 156846,2,1,359.51001,1.12,10.67,1.38,2018-09-04
HD 158038 b,HD 158038,1,1,521.0,1.5,1.53,1.3,2018-09-04
HD 158996 b,HD 158996,1,1,820.2,2.1,14.0,1.8,2018-04-09
HD 159243 b,HD 159243,1,2,12.62,0.11,1.13,1.12,2014-05-14
HD 159243 c,HD 159243,1,2,248.4,0.8,1.9,1.12,2014-05-14
HD 159868 b,HD 159868,1,2,1178.4,2.25,2.1,1.09,2018-12-03
HD 159868 c,HD 159868,1,2,351.0,1.032,0.768,1.19,2018-12-03
HD 1605 b,HD 1605,1,2,577.2,1.492,0.934,1.33,2018-09-25
HD 1605 c,HD 1605,1,2,2111.0,3.52,3.48,1.31,2018-09-25
HD 161178 b,HD 161178,1,1,279.3,0.85,0.57,1.06,2022-01-10
HD 16141 b,HD 16141,2,1,75.455,0.3609,0.25,1.1,2021-09-20
HD 16175 b,HD 16175,1,1,981.1,2.13,5.9,1.34,2023-06-12
HD 162020 b,HD 162020,1,1,8.428198,0.074,14.4,0.75,2022-12-17
HD 163607 b,HD 163607,1,2,75.195,0.362,0.79,1.12,2018-12-03
HD 163607 c,HD 163607,1,2,1314.0,2.42,2.29,1.09,2018-12-03
HD 16417 b,HD 16417,2,1,17.24,0.14,0.0696,1.2,2019-01-28
HD 164509 b,HD 164509,2,1,282.4,0.875,0.48,1.13,2018-09-25
HD 164595 b,HD 164595,2,1,40.0,0.23,0.05078,0.99,2015-09-08
HD 164604 b,HD 164604,1,1,641.472,1.331,1.99792,0.77,2019-05-20
HD 164922 b,HD 164922,1,4,1198.5,2.149,0.344,0.92,2021-09-20
HD 164922 c,HD 164922,1,4,75.817,0.3411,0.0451,0.92,2021-09-20
HD 164922 d,HD 164922,1,4,12.4584,0.1023,0.0149,0.92,2021-09-20
HD 164922 e,HD 164922,1,4,41.763,0.2292,0.0331,0.92,2021-09-20
HD 165131 b,HD 165131,1,1,2343.0,3.59,19.0,1.1,2023-09-05
HD 165155 b,HD 165155,1,1,434.5,1.13,2.89,1.02,2016-11-09
HD 1666 b,HD 1666,1,1,270.0,0.94,6.43,1.5,2015-04-01
HD 166724 b,HD 166724,1,1,4750.0,5.17,3.8,0.81,2023-06-12
HD 167042 b,HD 167042,1,1,417.67,1.22,1.397,1.39,2023-09-19
HD 167677 b,HD 167677,1,1,1804.0,2.9,3.7,1.0,2023-09-05
HD 167768 b,HD 167768,1,1,20.6532,0.1512,0.85,1.08,2022-11-29
HD 168009 b,HD 168009,1,1,15.1479,0.1192,0.03,0.99,2021-09-20
HD 168443 b,HD 168443,1,2,58.11187,0.292,7.628,0.98,2023-06-14
HD 168443 c,HD 168443,1,2,1753.1096,2.842,17.306,0.98,2023-06-12
HD 168746 b,HD 168746,1,1,6.4045,0.06504,0.2294,0.89,2021-09-20
HD 168863 b,HD 168863,1,1,14773.93272,10.961,6.78,0.8,2023-06-12
HD 1690 b,HD 1690,1,1,533.0,1.3,6.1,1.09,2019-01-28
HD 16905 b,HD 16905,1,1,10256.0,8.8,11.3,0.85,2023-09-05
HD 169830 b,HD 169830,1,2,225.67372,0.765,2.531,1.17,2023-06-14
HD 169830 c,HD 169830,1,2,1832.0,3.29,8.9,1.4,2023-09-05
HD 170469 b,HD 170469,2,1,1130.0,2.213,0.555,1.13,2021-09-20
HD 17092 b,HD 17092,1,1,359.89999,1.31,10.13,6.73,2018-09-04
HD 171028 b,HD 171028,1,1,550.0,1.32,2.62,1.53,2018-09-04
HD 171238 b,HD 171238,1,1,1515.0,2.518,8.8,0.92,2022-06-27
HD 173416 b,HD 173416,1,1,322.03,1.158,1.841,2.0,2023-09-19
HD 174205 b,HD 174205,1,1,582.0,1.7,4.2,1.8,2022-06-27
HD 175167 b,HD 175167,1,1,1289.0,2.438,9.8,1.17,2023-06-12
HD 175541 b,HD 175541,1,1,299.05,0.99,0.577,1.45,2021-09-20
HD 17674 b,HD 17674,1,1,623.8,1.42,0.87,0.98,2017-03-02
HD 176986 b,HD 176986,1,2,6.4898,0.06296,0.01806,0.79,2017-12-19
HD 176986 c,HD 176986,1,2,16.8191,0.11878,0.02888,0.79,2017-12-19
HD 177565 b,HD 177565,1,1,44.505,0.246,0.04751,1.0,2017-06-13
HD 177830 b,HD 177830,2,2,407.37,1.18,1.348,1.32,2021-09-20
HD 177830 c,HD 177830,2,2,111.163,0.496,0.104,1.32,2021-09-20
HD 178911 B b,HD 178911 B,3,1,71.479,0.3399,7.07,1.03,2021-09-20
HD 179079 b,HD 179079,1,1,14.476,0.1216,0.0866,1.15,2018-09-25
HD 179949 b,HD 179949,1,1,3.092535,0.04439,0.967,1.22,2022-05-09
HD 180053 b,HD 180053,1,1,213.72,0.843,2.194,1.75,2018-12-03
HD 18015 b,HD 18015,1,1,2240.0,3.82,3.3,1.5,2023-06-12
HD 180314 b,HD 180314,1,1,394.73,1.448,22.707,2.6,2023-09-19
HD 180617 b,HD 180617,2,1,105.9,0.3357,0.03839,0.45,2020-12-10
HD 180902 b,HD 180902,2,1,510.9,1.4,1.685,1.41,2018-12-03
HD 181234 b,HD 181234,1,1,7450.0,7.52,10.13,1.01,2023-06-12
HD 181342 b,HD 181342,1,1,562.1,1.65,2.9,1.89,2018-12-03
HD 18143 b,HD 18143,1,2,10.2851,0.088,0.034,0.85,2023-06-14
HD 18143 c,HD 18143,1,2,28982.41764,17.53,9.998,0.85,2023-06-12
HD 181433 b,HD 181433,1,3,9.3745,0.0801,0.0223,0.78,2021-08-03
HD 181433 c,HD 181433,1,3,1014.5,1.819,0.674,0.78,2021-08-03
HD 181433 d,HD 181433,1,3,7012.0,6.6,0.612,0.78,2021-08-03
HD 181720 b,HD 181720,1,1,956.0,1.85,0.4,1.03,2018-09-04
HD 183263 b,HD 183263,1,2,624.87404,1.46,3.471,1.06,2023-06-14
HD 183263 c,HD 183263,1,2,4667.97841,5.585,9.31,1.06,2023-06-12
HD 184010 b,HD 184010,1,3,286.6,0.94,0.31,1.35,2022-10-10
HD 184010 c,HD 184010,1,3,484.3,1.334,0.3,1.35,2022-10-10
HD 184010 d,HD 184010,1,3,836.4,1.92,0.45,1.35,2022-10-10
HD 18438 b,HD 18438,1,1,803.0,2.1,21.0,1.84,2023-03-28
HD 185269 b,HD 185269,3,1,6.838,0.077,0.94,1.28,2018-12-03
HD 185283 b,HD 185283,1,1,4060.0,4.6,1.3,0.8,2023-09-05
HD 18599 b,HD 18599,2,1,4.137437,0.05,0.08023,0.81,2022-11-07
HD 187085 b,HD 187085,1,1,986.0,2.05,0.75,1.22,2019-06-24
HD 187123 b,HD 187123,1,2,3.0965971,0.04186,0.501,1.02,2022-05-09
HD 187123 c,HD 187123,1,2,3374.0,4.432,1.713,1.02,2021-09-20
HD 18742 b,HD 18742,1,1,766.0,1.82,3.4,1.36,2018-12-03
HD 188015 b,HD 188015,2,1,462.59,1.187,1.454,1.04,2021-09-20
HD 188641 b,HD 188641,1,1,14583.81038,12.027,29.365,1.07,2023-06-12
HD 189567 b,HD 189567,1,2,14.288,0.111,0.02674,0.83,2021-11-02
HD 189567 c,HD 189567,1,2,33.688,0.197,0.02202,0.83,2021-11-04
HD 190228 b,HD 190228,1,1,1143.59858,2.406,5.03,1.42,2023-06-12
HD 190360 b,HD 190360,2,2,2854.0,3.9,1.8,1.0,2022-09-19
HD 190360 c,HD 190360,2,2,17.11704,0.1294,0.0675,0.99,2021-09-20
HD 190647 b,HD 190647,1,1,1038.09998,2.07,1.94,1.14,2019-06-24
HD 190984 b,HD 190984,1,1,9970.0,8.8,3.58,0.91,2023-06-12
HD 191806 b,HD 191806,1,1,1604.0,2.81,10.13,1.14,2023-06-12
HD 191939 e,HD 191939,1,6,101.12,0.407,0.35302,0.81,2022-11-14
HD 191939 f,HD 191939,1,6,2200.0,3.2,2.07659,0.81,2022-11-14
HD 191939 g,HD 191939,1,6,284.0,0.812,0.04248,0.81,2022-11-14
HD 192263 b,HD 192263,1,1,23.646,0.146,0.63,0.74,2022-01-10
HD 192310 b,HD 192310,1,2,74.062,0.3262,0.0451,0.84,2021-09-20
HD 192310 c,HD 192310,1,2,525.8,1.18,0.076,0.8,2015-07-01
HD 192699 b,HD 192699,1,1,345.53,1.12,2.32,1.61,2018-12-03
HD 194490 b,HD 194490,1,1,13092.18348,11.116,11.207,1.06,2023-06-12
HD 195019 b,HD 195019,2,1,18.201228,0.1376,3.655,1.05,2022-05-09
HD 196050 b,HD 196050,3,1,1392.0,2.65,4.7,1.27,2023-09-05
HD 196067 b,HD 196067,2,1,3609.0,5.1,12.5,1.26,2022-06-27
HD 19615 b,HD 19615,1,1,402.0,1.1,8.5,1.1,2022-06-27
HD 196885 A b,HD 196885 A,2,1,1325.8575,2.6,2.98,1.18,2016-02-24
HD 197037 b,HD 197037,2,1,1035.7,2.07,0.79,1.11,2019-01-28
HD 199509 b,HD 199509,1,1,99.62167,0.426,0.136,1.04,2023-06-14
HD 19994 b,HD 19994,3,1,535.7,1.42,1.68,1.34,2015-04-24
HD 20003 b,HD 20003,1,2,11.8482,0.0974,0.0367,0.88,2019-02-05
HD 20003 c,HD 20003,1,2,33.9239,0.1964,0.0454,0.88,2019-02-05
HD 200964 b,HD 200964,1,2,613.8,1.601,1.85,1.44,2018-12-03
HD 200964 c,HD 200964,1,2,825.0,1.95,0.895,1.44,2018-12-03
HD 202206 c,HD 202206,2,1,1260.0,2.41,17.9,1.07,2018-05-22
HD 202696 b,HD 202696,1,2,517.8,1.566,1.996,1.91,2019-01-14
HD 202696 c,HD 202696,1,2,946.6,2.342,1.864,1.91,2019-01-14
HD 203387 b,HD 203387,1,2,512.5352,1.771,3.48,2.82,2023-06-14
HD 203387 c,HD 203387,1,2,2481.07227,5.067,7.485,2.82,2023-06-12
HD 2039 b,HD 2039,1,1,1120.0,2.2,6.29,1.23,2018-09-04
HD 204313 b,HD 204313,1,3,2050.0,3.208,4.96,1.04,2023-06-12
HD 204313 c,HD 204313,1,3,34.95875,0.211,0.054,1.03,2023-06-14
HD 204313 e,HD 204313,1,3,7325.64666,7.457,15.317,1.03,2023-06-12
HD 204941 b,HD 204941,2,1,1733.0,2.55,0.23,0.58,2018-09-04
HD 205158 b,HD 205158,1,1,25.33798,0.177,0.392,1.16,2023-06-14
HD 205739 b,HD 205739,1,1,279.8,0.896,1.37,1.22,2014-09-25
HD 206255 b,HD 206255,1,1,96.045,0.461,0.1076,1.42,2019-05-20
HD 206610 b,HD 206610,1,1,673.2,1.74,2.036,1.55,2018-12-03
HD 206893 b,HD 206893,1,2,9350.0,9.6,28.0,1.32,2022-12-05
HD 206893 c,HD 206893,1,2,2090.0,3.53,12.7,1.32,2022-12-05
HD 20781 b,HD 20781,2,5,5.3135,0.0529,0.0061,0.7,2019-02-05
HD 20781 c,HD 20781,2,5,13.8905,0.1004,0.0168,0.7,2019-02-05
HD 20781 d,HD 20781,2,5,29.158,0.1647,0.0334,0.7,2019-02-05
HD 20781 e,HD 20781,2,5,85.5073,0.3374,0.0442,0.7,2019-02-05
HD 20782 b,HD 20782,2,5,597.065,1.397,1.43,1.02,2019-02-05
HD 207832 b,HD 207832,3,2,161.97,0.57,0.56,0.94,2018-09-25
HD 207832 c,HD 207832,3,2,1155.7,2.112,0.73,0.94,2015-09-08
HD 20794 b,HD 20794,1,4,18.33,0.127,0.00887,0.81,2017-06-06
HD 20794 c,HD 20794,1,4,43.17,0.225,0.00793,0.81,2017-06-06
HD 20794 d,HD 20794,1,4,88.9,0.364,0.01108,0.81,2017-06-06
HD 20794 e,HD 20794,1,4,147.02,0.509,0.01501,0.81,2017-06-06
HD 208487 b,HD 208487,1,1,129.97,0.51,0.48,1.05,2015-03-26
HD 208527 b,HD 208527,1,1,875.5,2.1,9.9,1.6,2014-05-14
HD 20868 b,HD 20868,1,1,380.85001,0.95,1.25,0.39,2018-09-04
HD 208897 b,HD 208897,1,1,358.27,1.063,1.194,1.25,2023-09-19
HD 210193 b,HD 210193,1,1,649.918,1.487,0.4817,1.04,2019-05-20
HD 210277 b,HD 210277,1,1,442.943,1.123,1.236,0.96,2021-09-20
HD 210702 b,HD 210702,1,1,355.5,1.079,1.515,1.33,2023-09-19
HD 211403 b,HD 211403,1,1,223.8,0.768,5.54,1.2,2021-10-19
HD 211810 b,HD 211810,1,1,1558.0,2.656,0.67,1.03,2018-09-25
HD 211970 b,HD 211970,1,1,25.201,0.143,0.0409,0.61,2019-05-20
HD 212301 b,HD 212301,2,1,2.24571,0.03,0.51,1.55,2018-09-04
HD 212771 b,HD 212771,1,1,373.3,1.22,2.3,1.15,2018-12-03
HD 213240 b,HD 213240,2,1,879.19,1.92,5.21,1.22,2023-06-12
HD 213472 b,HD 213472,1,1,17000.0,13.0,3.5,1.05,2021-09-20
HD 213519 b,HD 213519,1,1,11.12214,0.099,0.029,1.05,2023-06-14
HD 213885 c,HD 213885,1,2,4.78503,0.056798,0.06277,1.07,2019-12-02
HD 21411 b,HD 21411,1,1,84.288,0.362,0.20734,0.89,2019-05-20
HD 214823 b,HD 214823,2,1,1854.6,3.17,20.3,1.22,2023-06-12
HD 215152 b,HD 215152,1,4,5.75999,0.057638,0.00572,0.77,2018-02-20
HD 215152 c,HD 215152,1,4,7.28243,0.067393,0.00541,0.77,2018-02-20
HD 215152 d,HD 215152,1,4,10.86499,0.08799,0.00881,0.77,2018-02-20
HD 215152 e,HD 215152,1,4,25.1967,0.15417,0.00905,0.77,2018-02-20
HD 215497 b,HD 215497,1,2,3.93404,0.05,0.02,0.67,2018-09-04
HD 215497 c,HD 215497,1,2,566.0,1.31,0.35,0.92,2023-09-05
HD 216435 b,HD 216435,1,1,1391.0,2.5,1.26,1.25,2014-08-21
HD 216437 b,HD 216437,1,1,1359.0,2.57,4.2,1.22,2023-09-05
HD 216520 b,HD 216520,1,2,35.466,0.1954,0.0326,0.79,2021-09-20
HD 216520 c,HD 216520,1,2,154.43,0.528,0.0297,0.82,2020-12-10
HD 216536 b,HD 216536,1,1,148.60001,0.61,1.05,0.81,2018-09-04
HD 216770 b,HD 216770,1,1,118.45,0.46,0.57,0.74,2018-09-04
HD 21693 b,HD 21693,1,2,22.6786,0.1455,0.0259,0.8,2019-02-05
HD 21693 c,HD 21693,1,2,53.7357,0.2586,0.0547,0.8,2019-02-05
HD 217107 b,HD 217107,1,2,7.1268744,0.0739,1.385,1.06,2022-05-09
HD 217107 c,HD 217107,1,2,5141.0,5.942,4.31,1.06,2021-09-20
HD 217786 b,HD 217786,2,2,1302.1,2.372,28.9,1.02,2023-06-12
HD 217786 c,HD 217786,2,2,2.52221,0.038,0.023,1.14,2023-06-14
HD 217958 b,HD 217958,1,1,2560.19774,3.758,0.524,1.08,2023-06-12
HD 218566 b,HD 218566,1,1,225.17,0.6875,0.198,0.86,2021-09-20
HD 219077 b,HD 219077,1,1,5478.68861,5.935,9.62,0.92,2023-06-12
HD 219134 d,HD 219134,1,6,46.734,0.2345,0.0516,0.79,2021-09-20
HD 219134 f,HD 219134,1,6,22.7945,0.1453,0.0243,0.79,2021-09-20
HD 219134 g,HD 219134,1,6,94.2,0.3753,0.034,0.79,2015-11-18
HD 219134 h,HD 219134,1,6,2104.0,2.968,0.308,0.79,2021-09-20
HD 219139 b,HD 219139,1,1,275.5,0.94,0.78,1.46,2022-01-10
HD 219415 b,HD 219415,1,1,2093.3,3.2,1.0,1.0,2015-09-16
HD 219828 b,HD 219828,1,2,3.83483,0.049,0.06,1.04,2023-06-14
HD 219828 c,HD 219828,1,2,4789.87297,5.657,16.054,1.04,2023-06-12
HD 220074 b,HD 220074,1,1,672.09998,1.6,16.64,2.2,2018-09-04
HD 220197 b,HD 220197,1,1,1728.0,2.729,0.2,0.91,2019-11-18
HD 220689 b,HD 220689,1,1,2280.0,3.433,1.2,1.04,2023-06-12
HD 220773 b,HD 220773,1,1,3724.7,4.94,1.45,1.16,2019-01-28
HD 220842 b,HD 220842,2,1,218.47,0.74,3.18,1.13,2016-02-24
HD 221287 b,HD 221287,1,1,456.1,1.25,3.09,1.25,2014-05-14
HD 221420 b,HD 221420,1,1,10066.0,10.1,22.0,1.34,2023-09-05
HD 221585 b,HD 221585,1,1,1173.0,2.306,1.61,1.19,2016-05-18
HD 222076 b,HD 222076,1,1,871.0,1.83,1.56,1.07,2016-11-30
HD 222155 b,HD 222155,1,1,3270.0,4.48,1.83,1.13,2023-06-12
HD 222582 b,HD 222582,2,1,572.537,1.335,7.88,0.97,2021-09-20
HD 224538 b,HD 224538,1,1,1202.05199,2.375,6.531,1.23,2023-06-12
HD 224693 b,HD 224693,1,1,26.6904,0.191,0.7,1.31,2018-09-25
HD 22496 b,HD 22496,1,1,5.09071,0.051,0.01753,0.68,2021-09-20
HD 22532 b,HD 22532,1,1,872.6,1.9,2.12,1.57,2022-02-01
HD 22781 b,HD 22781,1,1,528.07,1.167,13.65,0.75,2019-01-28
HD 22946 d,HD 22946,1,3,47.42489,0.2958,0.0836,1.1,2023-07-10
HD 23079 b,HD 23079,1,1,730.59998,1.6,2.61,1.12,2018-09-04
HD 23127 b,HD 23127,1,1,1214.0,2.4,1.5,1.13,2019-06-24
HD 231701 b,HD 231701,1,1,141.60001,0.56,1.31,1.52,2018-09-25
HD 233604 b,HD 233604,1,1,192.0,0.747,6.575,1.5,2014-05-14
HD 233832 b,HD 233832,2,1,4047.0,4.438,2.72,0.82,2019-11-19
