pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_mass,rowupdate
"HD 118203 b","HD 118203",1,1,6.13350000,0.070000,2.13000,1.23,"2018-04-25"
"HD 118203 b","HD 118203",1,1,6.13350000,0.070000,2.79000,1.84,"2018-09-04"
"HD 118203 b","HD 118203",1,1,6.13497830,,,,"2022-08-08"
"Wolf 327 b","Wolf 327",1,1,0.57347655,,,,"2023-06-12"
"Wolf 327 b","Wolf 327",1,1,0.57347450,0.010000,0.00796,0.41,"2024-02-05"
"HD 118203 b","HD 118203",1,1,6.13498470,0.086350,2.28200,1.35,"2024-02-05"
"HD 118203 b","HD 118203",1,1,6.13498500,0.070710,2.16600,1.25,"2024-02-05"
"HD 47366 c","HD 47366",1,2,682.85000000,1.970000,1.88000,2.19,"2019-09-20"
"eps Tau b","eps Tau",1,1,,,7.10000,2.46,"2019-09-20"
"WASP-93 b","WASP-93",1,1,2.73248092,,,,"2023-02-08"
"WASP-20 b","WASP-20",2,1,4.89964477,,,1.20,"2024-03-04"
"K2-19 b","K2-19",1,3,7.91952314,,,0.92,"2016-12-21"
"WASP-10 b","WASP-10",1,1,3.10000000,0.038000,3.20000,,"2015-02-12"
"KELT-4 A b","KELT-4 A",3,1,2.98958682,,,1.20,"2024-03-04"
"Kepler-105 c","Kepler-105",1,2,7.12594591,,,1.11,"2016-05-06"
"HAT-P-18 b","HAT-P-18",1,1,,,0.18300,0.77,"2015-10-07"
"Kepler-105 c","Kepler-105",1,2,7.12594591,0.074600,,1.08,"2015-08-25"
"WASP-90 b","WASP-90",1,1,3.91568480,,,,"2022-10-18"
"WASP-71 b","WASP-71",1,1,2.90367000,,1.39000,0.76,"2018-04-25"
"LP 714-47 b","LP 714-47",1,1,4.05203700,0.041700,0.09691,0.59,"2020-12-10"
"K2-199 b","K2-199",1,2,3.22539930,0.038200,0.02171,0.71,"2022-03-28"
"HAT-P-28 b","HAT-P-28",1,1,3.25721500,0.043370,0.63700,1.02,"2019-03-18"
"TOI-1201 b","TOI-1201",2,1,2.49197260,,,0.51,"2024-03-04"
"WASP-84 b","WASP-84",1,2,8.52349648,0.077800,0.69200,0.85,"2023-07-10"
"WASP-44 b","WASP-44",1,1,2.42380390,0.034730,0.88900,0.95,"2019-09-20"
"WASP-11 b","WASP-11",3,1,3.72247900,,,0.77,"2022-01-24"
"HD 39091 b","HD 39091",1,3,2088.75851000,3.311000,12.32500,1.10,"2023-06-12"
"WASP-45 b","WASP-45",2,1,3.12608760,0.040540,1.00700,0.91,"2019-09-20"
"WASP-157 b","WASP-157",1,1,3.95162050,0.052900,0.57400,1.26,"2018-10-24"
"WASP-101 b","WASP-101",1,1,3.58570740,,,1.41,"2022-05-03"
"TrES-1 b","TrES-1",2,1,3.03007370,,,0.89,"2018-04-25"
"Kepler-5 b","Kepler-5",1,1,3.54846540,0.050000,,1.32,"2014-11-21"
"K2-25 b","K2-25",1,1,3.48456408,0.028700,0.07709,0.26,"2022-03-28"
"HD 190007 b","HD 190007",1,1,11.72000000,0.092000,0.05179,0.77,"2020-12-10"
"WASP-46 b","WASP-46",1,1,1.43037222,,,0.96,"2022-01-24"
"K2-25 b","K2-25",1,1,3.48456270,,,0.29,"2022-01-24"
"K2-198 d","K2-198",1,3,7.44976000,,,,"2019-09-05"
"HAT-P-31 b","HAT-P-31",1,1,5.00542500,0.055000,2.17100,1.22,"2018-04-25"
"WASP-20 b","WASP-20",2,1,4.89964610,,,,"2023-11-06"
"K2-295 b","K2-295",1,1,4.02488830,,,,"2019-09-05"
"HD 219134 c","HD 219134",1,6,6.76502780,,,,"2023-02-08"
"Kepler-105 c","Kepler-105",1,2,7.12600000,0.073100,,1.03,"2016-04-13"
"WASP-66 b","WASP-66",1,1,4.08605200,0.054600,2.32000,1.30,"2018-04-25"
"HAT-P-16 b","HAT-P-16",3,1,2.77597024,0.041300,4.18900,,"2016-03-29"
"GJ 436 b","GJ 436",1,1,2.64385900,0.027800,0.06820,0.42,"2015-01-22"
"HD 219134 c","HD 219134",1,6,6.76350000,0.064816,0.01100,0.79,"2017-03-14"
"HAT-P-23 b","HAT-P-23",1,1,1.21288670,,,,"2018-04-25"
"HATS-33 b","HATS-33",1,1,2.54956140,,,1.06,"2022-05-03"
"HAT-P-40 b","HAT-P-40",1,1,4.45714437,,,,"2023-02-08"
"55 Cnc b","55 Cnc",2,5,14.65160000,0.113400,0.80360,0.91,"2021-02-05"
"HAT-P-5 b","HAT-P-5",1,1,2.78849100,0.040750,1.06000,1.16,"2018-04-25"
"HAT-P-45 b","HAT-P-45",1,1,3.12899200,0.045210,0.86000,1.26,"2019-03-18"
"HAT-P-1 b","HAT-P-1",2,1,4.46529000,0.055100,0.53000,1.12,"2015-09-02"
"55 Cnc d","55 Cnc",2,5,4545.00000000,5.280000,2.89000,,"2021-02-05"
"WASP-47 e","WASP-47",1,4,0.78959700,,0.06922,1.04,"2018-06-26"
"WASP-92 b","WASP-92",1,1,2.17469490,0.036840,,1.19,"2019-03-25"
"HD 149026 b","HD 149026",1,1,2.87598000,0.043130,0.35900,1.29,"2018-04-25"
"Kepler-105 c","Kepler-105",1,2,7.12594387,,,1.09,"2018-09-25"
"Kepler-41 b","Kepler-41",1,1,1.85555756,,,1.00,"2018-09-25"
"K2-237 b","K2-237",1,1,2.18056000,0.037000,1.60000,1.28,"2019-05-20"
"TOI-561 c","TOI-561",1,4,10.77883100,0.089000,0.02077,0.81,"2023-03-15"
"CoRoT-11 b","CoRoT-11",1,1,,,,1.56,"2014-08-21"
"XO-2 N b","XO-2 N",2,3,2.61586178,,,,"2019-02-11"
"HAT-P-4 b","HAT-P-4",2,1,3.05652330,,,,"2022-01-24"
"WASP-89 b","WASP-89",1,1,3.35641798,,,0.92,"2024-03-04"
"WASP-13 b","WASP-13",1,1,4.35301100,0.055800,0.52500,1.22,"2019-03-18"
"WASP-142 b","WASP-142",1,1,2.05287056,,,,"2022-10-18"
"WASP-47 c","WASP-47",1,4,588.80000000,,1.25508,1.04,"2022-09-19"
"HAT-P-52 b","HAT-P-52",1,1,2.75359730,,,0.89,"2022-01-24"
"WASP-44 b","WASP-44",1,1,2.42381200,0.034430,0.86700,,"2019-09-20"
"HATS-22 b","HATS-22",1,1,4.72281583,,,,"2022-10-18"
"HAT-P-14 b","HAT-P-14",2,1,4.62766230,,,1.39,"2022-01-24"
"HD 99492 b","HD 99492",2,2,17.05400000,0.121860,0.08700,0.83,"2019-01-28"
"KOI-94 c","KOI-94",2,4,10.42370700,0.101000,,1.28,"2013-10-28"
"KELT-6 b","KELT-6",1,2,7.84558200,0.080400,0.44200,1.13,"2019-03-18"
"WASP-85 A b","WASP-85 A",2,1,2.65567525,,,,"2024-02-05"
"Kepler-410 A b","Kepler-410 A",2,1,17.83368211,,,1.22,"2016-05-06"
"WASP-88 b","WASP-88",1,1,4.95400000,0.064380,0.57000,1.45,"2019-03-18"
"KELT-17 b","KELT-17",1,1,3.08018330,,,,"2024-01-05"
"WASP-151 b","WASP-151",1,1,4.53347750,0.055000,0.31600,1.08,"2022-02-22"
"WASP-22 b","WASP-22",1,1,3.53269000,,0.67000,1.46,"2018-04-25"
"HAT-P-14 b","HAT-P-14",2,1,4.62766900,0.060600,2.23200,1.39,"2018-04-25"
"WASP-183 b","WASP-183",1,1,4.11176340,,,0.78,"2024-03-04"
"HAT-P-68 b","HAT-P-68",1,1,2.29840555,,,0.68,"2024-03-04"
"WASP-73 b","WASP-73",1,1,4.08722000,,2.86000,2.52,"2018-04-25"
"HAT-P-56 b","HAT-P-56",1,1,2.79082479,,,,"2022-10-18"
"WASP-35 b","WASP-35",1,1,3.16156850,,,,"2022-10-18"
"HAT-P-55 b","HAT-P-55",1,1,3.58523130,0.046280,0.59600,1.03,"2024-01-22"
"HAT-P-21 b","HAT-P-21",1,1,4.12448852,,,0.95,"2024-03-04"
"K2-115 b","K2-115",1,1,20.27301700,,,0.95,"2022-05-03"
"HD 149026 b","HD 149026",1,1,2.87589110,0.042880,0.35600,1.27,"2018-04-25"
"Kepler-12 b","Kepler-12",1,1,4.43796290,0.055300,0.43200,1.17,"2015-10-07"
"HIP 65 A b","HIP 65 A",2,1,0.98100000,0.017000,2.95000,0.74,"2022-01-10"
"EPIC 211945201 b","EPIC 211945201",1,1,19.49221000,0.149300,,1.17,"2018-10-24"
"TOI-216.02","TOI-216",1,2,17.16073000,,0.05900,0.77,"2022-04-12"
"WASP-58 b","WASP-58",2,1,5.01718000,0.056100,0.89000,0.94,"2018-04-25"
"WASP-7 b","WASP-7",1,1,,,1.13100,1.34,"2018-05-14"
"TOI-700 e","TOI-700",1,4,27.80978000,0.134000,,0.41,"2023-01-18"
"WASP-56 b","WASP-56",2,1,4.61710100,0.056140,0.59900,1.11,"2019-03-18"
"Qatar-7 b","Qatar-7",1,1,2.03202332,,,1.41,"2024-03-04"
"K2-19 c","K2-19",1,3,11.89930000,,0.03398,0.88,"2022-01-31"
"WASP-31 b","WASP-31",1,1,,,,1.20,"2016-10-12"
"WASP-69 b","WASP-69",1,1,3.86813900,,,0.83,"2022-01-24"
"K2-121 b","K2-121",1,1,5.18575390,0.062900,,0.69,"2021-09-20"
"WASP-131 b","WASP-131",1,1,5.32202300,0.060700,0.27000,1.06,"2016-11-30"
"Kepler-396 c","Kepler-396",1,2,88.51067812,,,0.97,"2016-07-26"
"HAT-P-8 b","HAT-P-8",3,1,3.07634580,0.044960,1.35400,1.28,"2019-03-18"
"WASP-15 b","WASP-15",1,1,3.75209870,,,1.18,"2022-01-24"
"Kepler-396 c","Kepler-396",1,2,88.51125630,0.368500,,0.85,"2014-11-18"
"55 Cnc e","55 Cnc",2,5,,0.015440,0.02542,0.90,"2021-02-05"
"HAT-P-34 b","HAT-P-34",1,1,5.45265760,,,,"2022-10-18"
"WASP-183 b","WASP-183",1,1,4.11177710,0.046320,0.50200,0.78,"2019-04-16"
"HATS-70 b","HATS-70",1,1,1.88823930,,,,"2022-10-18"
"HAT-P-13 b","HAT-P-13",1,2,2.91623830,0.043830,0.89900,1.32,"2016-04-27"
"WASP-144 b","WASP-144",1,1,2.27857495,,,,"2022-08-08"
"WASP-164 b","WASP-164",1,1,1.77713630,,,0.95,"2022-01-24"
"WASP-118 b","WASP-118",1,1,4.04606540,0.053560,,1.32,"2019-03-25"
"Kepler-435 b","Kepler-435",1,1,8.60015393,,,1.11,"2018-09-25"
"HAT-P-55 b","HAT-P-55",1,1,3.58524670,0.046040,0.58200,1.01,"2015-06-16"
"TOI-776 c","TOI-776",1,2,15.66534000,,,0.54,"2024-03-04"
"WASP-104 b","WASP-104",2,1,1.75542854,,,,"2022-08-09"
"WASP-131 b","WASP-131",1,1,5.32205051,,,,"2023-06-27"
"Qatar-4 b","Qatar-4",1,1,1.80537040,,,0.85,"2019-08-09"
"K2-34 b","K2-34",1,1,2.99563720,,,,"2019-09-05"
"HAT-P-6 b","HAT-P-6",1,1,3.85298500,0.052370,1.05900,1.29,"2018-04-25"
"HD 40307 b","HD 40307",1,5,4.31230000,0.046800,0.01260,0.77,"2014-05-14"
"K2-290 c","K2-290",3,2,,,,,"2023-05-03"
"HD 191939 c","HD 191939",1,6,28.58059000,0.176200,,0.92,"2020-07-17"
"Kepler-41 b","Kepler-41",1,1,1.85555800,0.030000,0.55000,1.12,"2016-05-03"
"HD 40307 d","HD 40307",1,5,20.43200000,0.132100,0.02990,0.77,"2014-05-14"
"HD 40307 g","HD 40307",1,5,197.80000000,0.600000,0.02230,0.77,"2014-05-14"
"OGLE-2019-BLG-1470L AB c","OGLE-2019-BLG-1470L A",2,1,,3.200000,2.20000,0.57,"2022-09-19"
"G 9-40 b","G 9-40",1,1,5.74591200,,,,"2019-02-26"
"HAT-P-19 b","HAT-P-19",1,1,4.00878423,,,0.84,"2024-03-04"
"K2-30 b","K2-30",1,1,4.09847910,,,0.90,"2022-01-24"
"HR 5183 b","HR 5183",2,1,27000.00000000,18.000000,3.23000,1.07,"2019-09-23"
"WASP-54 b","WASP-54",2,1,3.69364000,,0.59000,1.08,"2018-04-25"
"WASP-47 b","WASP-47",1,4,4.15914806,,,,"2022-10-18"
"HATS-57 b","HATS-57",1,1,2.35061769,,,,"2022-10-18"
"HAT-P-9 b","HAT-P-9",1,1,3.92281080,,,1.28,"2022-05-03"
"HATS-10 b","HATS-10",1,1,3.31282810,,,1.10,"2024-03-04"
"WASP-5 b","WASP-5",1,1,1.62843000,,,0.96,"2022-05-03"
"LTT 1445 A b","LTT 1445 A",3,2,5.35876000,0.022000,,0.26,"2023-08-22"
"WASP-90 b","WASP-90",1,1,3.91626240,,,1.55,"2022-01-24"
"XO-1 b","XO-1",1,1,,,0.90000,1.00,"2018-04-25"
"HATS-60 b","HATS-60",1,1,3.56083200,,,1.10,"2022-05-03"
"WASP-42 b","WASP-42",1,1,4.98168190,,,0.95,"2022-05-03"
"G 9-40 b","G 9-40",1,1,5.74599960,,,0.29,"2024-03-04"
"HD 219134 d","HD 219134",1,6,46.66000000,0.233000,0.02813,0.78,"2017-03-14"
"WASP-130 b","WASP-130",1,1,11.55097960,,,1.04,"2022-05-03"
"WASP-48 b","WASP-48",1,1,2.14363592,0.034400,0.98400,,"2018-04-25"
"WASP-1 b","WASP-1",2,1,2.51996100,0.038980,0.86000,1.24,"2016-01-12"
"HATS-45 b","HATS-45",1,1,4.18761800,,,1.27,"2022-05-03"
"HAT-P-8 b","HAT-P-8",3,1,3.07634270,,,,"2022-10-18"
"WASP-91 b","WASP-91",1,1,2.79857949,,,,"2022-10-18"
"K2-199 b","K2-199",1,2,3.22542300,,,0.71,"2018-10-24"
"WASP-153 b","WASP-153",1,1,3.33260900,0.048000,0.39000,1.34,"2017-10-23"
"HD 108236 c","HD 108236",1,5,6.20362189,,,,"2022-08-09"
"HATS-13 b","HATS-13",1,1,3.04405110,,,0.96,"2022-05-03"
"Kepler-12 b","Kepler-12",1,1,4.43796293,,,1.09,"2018-09-25"
"K2-136 d","K2-136",2,3,25.57506500,,,0.74,"2017-11-09"
"WASP-127 b","WASP-127",2,1,4.17799290,,,,"2024-02-05"
"Kepler-18 c","Kepler-18",1,3,7.64156219,,,0.93,"2016-07-26"
"TOI-892 b","TOI-892",1,1,10.62656200,,,1.28,"2022-05-03"
"K2-232 b","K2-232",1,1,11.16845400,0.103560,0.39800,1.19,"2018-04-04"
"WASP-97 b","WASP-97",1,1,2.07276000,,,1.12,"2022-01-24"
"CoRoT-2 b","CoRoT-2",2,1,1.74299750,,3.31000,0.97,"2019-11-01"
"K2-261 b","K2-261",1,1,11.63321270,,,,"2024-02-05"
"HD 63433 c","HD 63433",1,3,20.54379100,0.144800,,0.99,"2024-01-05"
"Qatar-1 b","Qatar-1",1,1,1.42002433,,,0.85,"2022-10-31"
"HAT-P-69 b","HAT-P-69",1,1,4.78695680,,,,"2022-10-18"
"LTT 3780 b","LTT 3780",2,2,0.76837931,0.011950,0.00774,0.38,"2024-03-26"
"LTT 3780 c","LTT 3780",2,2,12.25220800,,,0.40,"2024-03-04"
"HAT-P-16 b","HAT-P-16",3,1,,,4.22000,1.22,"2015-10-07"
"HD 89345 b","HD 89345",1,1,11.81441700,,,1.12,"2024-03-04"
"HAT-P-56 b","HAT-P-56",1,1,2.79096300,0.044700,,1.53,"2018-04-25"
"HATS-22 b","HATS-22",1,1,4.72281240,0.050250,2.74000,0.76,"2017-03-14"
"Kepler-105 b","Kepler-105",1,2,5.41200000,0.060900,,1.03,"2014-11-19"
"WASP-180 A b","WASP-180 A",2,1,3.40926463,,,,"2022-10-18"
"HATS-22 b","HATS-22",1,1,4.72281890,,,0.76,"2022-01-24"
"KELT-8 b","KELT-8",1,1,3.24408156,,,1.21,"2024-03-04"
"HAT-P-9 b","HAT-P-9",1,1,3.92281147,,,,"2022-10-18"
"KELT-14 b","KELT-14",1,1,1.71005880,0.029560,1.19600,1.18,"2016-06-01"
"K2-19 c","K2-19",1,3,11.90660000,,0.02360,0.92,"2021-07-12"
"WASP-2 b","WASP-2",2,1,2.15217500,0.031440,0.93100,0.90,"2019-09-23"
"KOI-94 d","KOI-94",2,4,22.34297040,,0.16392,1.18,"2015-09-02"
"WASP-161 b","WASP-161",1,1,5.40535830,,,,"2022-08-09"
"XO-2 S b","XO-2 S",2,3,18.15700000,0.130000,0.26000,0.98,"2018-09-04"
"HATS-60 b","HATS-60",1,1,3.56080640,,,,"2022-10-18"
"HATS-13 b","HATS-13",1,1,3.04405407,,,,"2022-08-08"
"WASP-47 b","WASP-47",1,4,4.16071000,0.052000,1.21000,1.11,"2018-06-26"
"GJ 436 b","GJ 436",1,1,2.64388312,0.029100,0.07000,0.47,"2015-02-05"
"HAT-P-25 b","HAT-P-25",1,1,3.65281532,,,,"2022-10-18"
"Kepler-435 b","Kepler-435",1,1,8.60015360,0.094800,0.84000,1.54,"2015-01-14"
"K2-115 b","K2-115",1,1,20.27299200,,,,"2022-10-18"
"WASP-84 b","WASP-84",1,2,8.52348650,0.077100,0.69400,0.84,"2019-03-18"
"WASP-96 b","WASP-96",1,1,3.42525674,,,1.06,"2024-03-04"
"WASP-119 b","WASP-119",1,1,2.49980394,,,,"2022-10-18"
"WASP-64 b","WASP-64",2,1,1.57329027,,,1.00,"2024-03-04"
"WASP-106 b","WASP-106",1,1,9.28970650,,,,"2022-10-18"
"HAT-P-36 b","HAT-P-36",1,1,1.32734683,0.023880,1.85200,1.03,"2019-12-02"
"Kepler-435 b","Kepler-435",1,1,,,,,"2018-09-04"
"Kepler-396 c","Kepler-396",1,2,,,,,"2018-09-04"
"HAT-P-51 b","HAT-P-51",1,1,4.21802780,0.050690,0.30900,0.98,"2015-11-18"
"HAT-P-55 b","HAT-P-55",1,1,3.58523290,,,1.01,"2022-01-24"
"TOI-1130 b","TOI-1130",1,2,4.07445000,0.044570,0.06066,0.71,"2024-02-05"
"WASP-119 b","WASP-119",1,1,2.49980450,,,1.02,"2022-01-24"
"WASP-56 b","WASP-56",2,1,4.61710000,,0.45000,0.71,"2018-04-25"
"HAT-P-52 b","HAT-P-52",1,1,2.75359762,,,,"2022-10-18"
"HAT-P-24 b","HAT-P-24",2,1,3.35524000,0.046500,0.68500,1.19,"2018-04-25"
"KOI-94 b","KOI-94",2,4,3.74316673,,,1.18,"2018-09-25"
"LTT 3780 b","LTT 3780",2,2,0.76839038,,,,"2023-10-09"
"LTT 3780 b","LTT 3780",2,2,0.76837700,0.012030,0.00736,0.38,"2021-08-03"
"HAT-P-21 b","HAT-P-21",1,1,4.12447990,,,1.24,"2022-05-03"
"LTT 3780 b","LTT 3780",2,2,0.76837883,,0.00777,0.38,"2023-07-10"
"LTT 3780 b","LTT 3780",2,2,0.76844800,0.012110,0.00824,0.40,"2020-05-28"
"K2-19 b","K2-19",1,3,7.92220000,,0.10194,0.88,"2022-01-31"
"LTT 3780 c","LTT 3780",2,2,12.25343082,,,,"2023-10-09"
"LTT 3780 c","LTT 3780",2,2,12.25213100,0.076200,0.01979,0.38,"2021-08-03"
"LTT 3780 c","LTT 3780",2,2,12.25219600,,0.02209,0.38,"2023-07-10"
"LTT 3780 c","LTT 3780",2,2,12.25228400,0.075700,0.02530,0.38,"2024-03-26"
"MASCARA-4 b","MASCARA-4",2,1,2.82407420,,,,"2022-10-18"
"LTT 3780 c","LTT 3780",2,2,12.25190000,0.076730,0.02706,0.40,"2020-05-28"
"Qatar-5 b","Qatar-5",1,1,2.87929997,,,1.13,"2024-03-04"
"HATS-57 b","HATS-57",1,1,2.35062100,0.034930,3.14700,1.03,"2019-08-09"
"Qatar-9 b","Qatar-9",1,1,1.54077600,,,,"2022-08-09"
"HATS-17 b","HATS-17",1,1,16.25468600,,,,"2022-10-18"
"CoRoT-2 b","CoRoT-2",2,1,1.74299673,0.028100,3.30000,0.97,"2019-03-18"
"WASP-47 d","WASP-47",1,4,9.03081000,,0.04782,1.04,"2018-06-26"
"55 Cnc f","55 Cnc",2,5,262.00000000,0.788000,0.14100,0.95,"2021-02-05"
"TOI-1296 b","TOI-1296",1,1,3.94436676,,,,"2023-06-27"
"HD 202772 A b","HD 202772 A",2,1,3.30895800,0.052080,1.01700,1.72,"2019-01-28"
"KOI-94 d","KOI-94",2,4,22.34296483,,,1.18,"2018-09-25"
"Kepler-12 b","Kepler-12",1,1,4.43796370,0.055500,0.43000,1.16,"2016-01-12"
"HAT-P-37 b","HAT-P-37",1,1,2.79744240,,,0.93,"2022-01-24"
"WASP-63 b","WASP-63",1,1,4.37808300,,,1.28,"2022-05-03"
"WASP-159 b","WASP-159",1,1,3.84042130,,,1.41,"2024-03-04"
"WASP-159 b","WASP-159",1,1,3.84041850,,,,"2022-10-18"
"HATS-60 b","HATS-60",1,1,3.56081040,,,1.10,"2024-03-04"
"HATS-65 b","HATS-65",2,1,3.10515933,,,1.26,"2024-03-04"
"HATS-67 b","HATS-67",1,1,1.60918292,,,,"2022-10-18"
"TOI-172 b","TOI-172",1,1,9.47725000,0.091400,5.42000,1.13,"2019-03-29"
"WASP-183 b","WASP-183",1,1,4.11176480,,,,"2022-10-18"
"Qatar-10 b","Qatar-10",1,1,1.64532650,,,,"2022-10-10"
"L 98-59 c","L 98-59",1,4,3.69067770,0.030400,0.00698,0.27,"2021-08-23"
"L 98-59 d","L 98-59",1,4,7.45072450,0.048600,0.00610,0.27,"2021-08-23"
"TOI-150.01","TOI-150",1,1,5.85734200,0.058300,1.75000,1.25,"2019-11-01"
"HATS-31 b","HATS-31",1,1,3.37793440,,,1.27,"2024-03-04"
"WASP-127 b","WASP-127",2,1,4.17806190,,,,"2023-09-19"
"XO-6 b","XO-6",1,1,3.76499250,,,,"2022-10-18"
"WASP-53 b","WASP-53",1,2,3.30984314,,,,"2022-10-18"
"HAT-P-67 b","HAT-P-67",2,1,4.81010460,,,,"2022-10-18"
"KELT-18 b","KELT-18",2,1,2.87169867,,,,"2022-10-18"
"KELT-21 b","KELT-21",1,1,3.61276470,0.052240,3.91000,1.46,"2018-02-01"
"HATS-39 b","HATS-39",1,1,4.57763750,,,,"2022-10-18"
"HATS-39 b","HATS-39",1,1,4.57686515,,,,"2022-08-08"
"HATS-41 b","HATS-41",1,1,4.19364900,0.058300,9.70000,1.50,"2018-04-09"
"HATS-42 b","HATS-42",1,1,2.29203483,,,,"2022-08-08"
"HATS-45 b","HATS-45",1,1,4.18762440,0.055110,0.70000,1.27,"2018-05-22"
"WASP-166 b","WASP-166",1,1,5.44354000,0.064100,0.10100,1.19,"2019-07-19"
"TOI-163 b","TOI-163",1,1,4.23130600,0.058000,1.22000,1.44,"2019-11-01"
"TOI-700 c","TOI-700",1,4,16.05110598,,,,"2024-02-16"
"TOI-824 b","TOI-824",1,1,1.39298000,,,0.71,"2022-05-03"
"TOI-892 b","TOI-892",1,1,10.62656000,0.092000,0.95000,1.28,"2020-12-10"
"TOI-892 b","TOI-892",1,1,10.62658370,,,,"2022-08-08"
"WASP-186 b","WASP-186",1,1,5.02679920,,,,"2022-10-18"
"TOI-561 b","TOI-561",1,4,0.44656880,0.010600,0.00629,0.81,"2023-03-15"
"TOI-561 c","TOI-561",1,4,10.77883100,0.088400,0.01696,0.81,"2023-03-15"
"TOI-451 d","TOI-451",2,3,16.36487304,,,,"2022-08-09"
"K2-30 b","K2-30",1,1,4.09848660,,,,"2024-01-22"
"K2-30 b","K2-30",1,1,4.09849200,,,0.97,"2018-02-14"
"K2-29 b","K2-29",2,1,3.25882400,,,0.92,"2018-02-14"
"K2-121 b","K2-121",1,1,5.18575320,,,0.71,"2024-03-04"
"G 9-40 b","G 9-40",1,1,5.74599450,,,,"2024-02-05"
"K2-34 b","K2-34",1,1,2.99563660,,,,"2024-01-22"
"K2-34 b","K2-34",1,1,2.99563300,0.042600,,1.15,"2018-10-24"
"WASP-157 b","WASP-157",1,1,3.95162300,,,,"2017-12-14"
"WASP-157 b","WASP-157",1,1,3.95162300,0.049900,,1.06,"2018-10-24"
"K2-198 b","K2-198",1,3,17.04286830,,,0.80,"2019-08-09"
"K2-199 b","K2-199",1,2,3.22500000,,,0.72,"2016-07-18"
"WASP-118 b","WASP-118",1,1,4.04606440,,,,"2024-01-05"
"K2-140 b","K2-140",1,1,6.56920450,,,1.00,"2024-03-04"
"WASP-151 b","WASP-151",1,1,4.53347890,,,,"2023-12-14"
"K2-260 b","K2-260",1,1,2.62669830,,,,"2024-01-22"
"K2-284 b","K2-284",1,1,4.79506900,0.047710,,0.63,"2018-11-12"
"K2-136 c","K2-136",2,3,17.30706310,,,,"2024-01-05"
"K2-233 b","K2-233",1,3,2.46746000,0.033170,,0.80,"2018-04-25"
"Kepler-76 b","Kepler-76",1,1,,,,,"2018-09-04"
"Kepler-7 b","Kepler-7",1,1,4.88548920,0.060670,0.44100,1.36,"2015-10-07"
"KOI-12 b","KOI-12",1,2,17.85514900,0.144000,,1.26,"2013-10-28"
"KOI-94 b","KOI-94",2,4,3.74320800,0.051190,0.03300,1.28,"2014-05-14"
"KOI-94 c","KOI-94",2,4,,,,,"2018-09-04"
"KOI-94 e","KOI-94",2,4,54.31983200,,0.04090,1.18,"2015-09-02"
"KOI-94 d","KOI-94",2,4,22.34298900,0.168400,0.33400,1.28,"2014-05-14"
"KOI-94 e","KOI-94",2,4,54.32002000,,,1.28,"2024-03-04"
"Kepler-435 b","Kepler-435",1,1,8.60015330,0.081100,,0.96,"2014-11-21"
"Kepler-5 b","Kepler-5",1,1,3.54844807,,,,"2023-03-28"
"Kepler-18 b","Kepler-18",1,3,3.50476100,0.044000,,0.94,"2013-10-28"
"Kepler-18 c","Kepler-18",1,3,7.64157153,0.075494,0.06211,0.98,"2024-02-21"
"Kepler-18 b","Kepler-18",1,3,3.50471307,,,0.93,"2016-07-26"
"Kepler-18 b","Kepler-18",1,3,3.50468755,0.043400,,0.88,"2014-11-21"
"Kepler-410 A b","Kepler-410 A",2,1,17.83363130,0.122600,,1.24,"2018-03-14"
"Kepler-41 b","Kepler-41",1,1,1.85555880,0.028950,0.49300,0.94,"2016-05-03"
"Kepler-41 b","Kepler-41",1,1,1.85555754,0.028600,,0.90,"2015-08-25"
"Kepler-422 b","Kepler-422",1,1,7.89144847,0.079600,,1.08,"2014-11-18"
"Kepler-422 b","Kepler-422",1,1,7.89144884,,,1.07,"2018-09-25"
"HAT-P-59 b","HAT-P-59",1,1,4.14197710,0.050640,1.54000,1.01,"2021-07-26"
"TOI-1518 b","TOI-1518",1,1,1.90260300,0.038900,2.30000,1.79,"2021-09-09"
"TOI-530 b","TOI-530",1,1,6.38758920,,,0.53,"2024-03-04"
"TOI-1298 b","TOI-1298",1,1,4.53714530,,,1.44,"2024-03-04"
"HD 17156 b","HD 17156",1,1,21.21663000,0.161400,3.22000,1.24,"2018-04-25"
"LTT 1445 A c","LTT 1445 A",3,2,3.12390350,0.026610,0.00485,0.26,"2022-01-24"
"HD 39091 b","HD 39091",1,3,2093.07000000,3.100000,10.02000,1.09,"2018-11-12"
"55 Cnc e","55 Cnc",2,5,0.73654604,,,,"2023-09-19"
"HAT-P-32 b","HAT-P-32",2,1,,,0.79000,1.16,"2019-07-08"
"TrES-3 b","TrES-3",1,1,,,1.61500,0.93,"2015-10-07"
"WASP-12 b","WASP-12",3,1,,,1.39000,1.38,"2019-07-08"
"WASP-12 b","WASP-12",3,1,1.09142300,0.022900,1.41000,1.35,"2019-07-08"
"WASP-74 b","WASP-74",1,1,2.13775000,0.037000,0.95000,1.48,"2018-04-25"
"HAT-P-32 b","HAT-P-32",2,1,2.15000850,,0.86000,1.16,"2019-07-08"
"HD 189733 b","HD 189733",2,1,,,,0.84,"2018-04-25"
"Kepler-410 A b","Kepler-410 A",2,1,17.83364800,0.122600,,1.21,"2014-05-14"
